software_unit_id,file,line,end_line,qualified_function,visibility,function_summary,detailed_design_evidence,interface_evidence,requirements_architecture_trace,document_references,unit_verification_trace,test_references,aspice_document_verdict,linked_findings
SWU-592ED31999,src/core/progress.py,362,365,ProgressReporter._elapsed_since_step_start,internal,未在函数级文档中说明；需从实现推断,缺函数级详细设计,部分注解,无需求/架构追溯记录,,无同名测试追溯证据,,N-未满足,ASPICE-SWE-TRACE;ASPICE-SWE3-DD;ASPICE-SWE4-UV;ASPICE-SWE3-IF
SWU-5A6A8E27CF,src/core/progress.py,367,368,ProgressReporter._on_change,internal,未在函数级文档中说明；需从实现推断,缺函数级详细设计,部分注解,无需求/架构追溯记录,,无同名测试追溯证据,,N-未满足,ASPICE-SWE-TRACE;ASPICE-SWE3-DD;ASPICE-SWE4-UV;ASPICE-SWE3-IF
SWU-EC9D010CF8,src/core/progress.py,378,379,get_progress,public,未在函数级文档中说明；需从实现推断,缺函数级详细设计,完整注解,无需求/架构追溯记录,,无同名测试追溯证据,,N-未满足,ASPICE-SWE-TRACE;ASPICE-SWE3-DD;ASPICE-SWE4-UV
SWU-6B37902476,src/core/progress.py,382,383,set_progress,public,未在函数级文档中说明；需从实现推断,缺函数级详细设计,部分注解,无需求/架构追溯记录,,存在同名测试引用,tests/integration/test_pipeline.py;tests/unit/test_analyst_team.py;tests/unit/test_analyst_team_llm.py;tests/unit/test_archive_transfer.py,P-证据不足,ASPICE-SWE-TRACE;ASPICE-SWE3-DD;ASPICE-SWE3-IF
SWU-F2934A14DD,src/core/progress.py,386,387,reset_progress,public,未在函数级文档中说明；需从实现推断,缺函数级详细设计,部分注解,无需求/架构追溯记录,,存在同名测试引用,tests/integration/test_pipeline.py;tests/unit/test_analyst_team.py;tests/unit/test_analyst_team_llm.py;tests/unit/test_archive_transfer.py,P-证据不足,ASPICE-SWE-TRACE;ASPICE-SWE3-DD;ASPICE-SWE3-IF
SWU-1A5C4973E8,src/core/types.py,41,44,AnalystReport.to_dict,public,未在函数级文档中说明；需从实现推断,缺函数级详细设计,部分注解,存在符号级文档引用,docs/architecture/architecture.md,存在同名测试引用,tests/unit/test_run_config.py,P-证据不足,ASPICE-SWE3-DD;ASPICE-SWE3-IF
SWU-11D5EDEF39,src/core/types.py,57,58,AnalystTeam.reports,public,未在函数级文档中说明；需从实现推断,缺函数级详细设计,部分注解,存在符号级文档引用,docs/architecture/backtesting.md;docs/reference/cheat-sheet.md;docs/reviews/README.md;docs/testing/strategy.md,存在同名测试引用,tests/integration/test_coherence.py;tests/regression/test_docs_structure.py;tests/unit/test_analyst_team.py;tests/unit/test_evidence_provenance.py,P-证据不足,ASPICE-SWE3-DD;ASPICE-SWE3-IF
SWU-D1937786AE,src/core/types.py,60,66,AnalystTeam.to_dict,public,未在函数级文档中说明；需从实现推断,缺函数级详细设计,部分注解,存在符号级文档引用,docs/architecture/architecture.md,存在同名测试引用,tests/unit/test_run_config.py,P-证据不足,ASPICE-SWE3-DD;ASPICE-SWE3-IF
SWU-3104427770,src/core/types.py,78,81,AgentEvidence.to_dict,public,未在函数级文档中说明；需从实现推断,缺函数级详细设计,部分注解,存在符号级文档引用,docs/architecture/architecture.md,存在同名测试引用,tests/unit/test_run_config.py,P-证据不足,ASPICE-SWE3-DD;ASPICE-SWE3-IF
SWU-378C040696,src/core/types.py,93,101,ResearchDebate.to_dict,public,未在函数级文档中说明；需从实现推断,缺函数级详细设计,部分注解,存在符号级文档引用,docs/architecture/architecture.md,存在同名测试引用,tests/unit/test_run_config.py,P-证据不足,ASPICE-SWE3-DD;ASPICE-SWE3-IF
SWU-78898FE309,src/core/types.py,132,133,LevelProposal.to_dict,public,未在函数级文档中说明；需从实现推断,缺函数级详细设计,部分注解,存在符号级文档引用,docs/architecture/architecture.md,存在同名测试引用,tests/unit/test_run_config.py,P-证据不足,ASPICE-SWE3-DD;ASPICE-SWE3-IF
SWU-CBD371AFFE,src/core/types.py,143,144,TransactionProposal.to_dict,public,未在函数级文档中说明；需从实现推断,缺函数级详细设计,部分注解,存在符号级文档引用,docs/architecture/architecture.md,存在同名测试引用,tests/unit/test_run_config.py,P-证据不足,ASPICE-SWE3-DD;ASPICE-SWE3-IF
SWU-1D042F655D,src/core/types.py,155,156,RiskReview.to_dict,public,未在函数级文档中说明；需从实现推断,缺函数级详细设计,部分注解,存在符号级文档引用,docs/architecture/architecture.md,存在同名测试引用,tests/unit/test_run_config.py,P-证据不足,ASPICE-SWE3-DD;ASPICE-SWE3-IF
SWU-F763A5C226,src/core/types.py,168,169,ManagerDecision.to_dict,public,未在函数级文档中说明；需从实现推断,缺函数级详细设计,部分注解,存在符号级文档引用,docs/architecture/architecture.md,存在同名测试引用,tests/unit/test_run_config.py,P-证据不足,ASPICE-SWE3-DD;ASPICE-SWE3-IF
SWU-1F2E0F588A,src/core/types.py,182,183,HeadlineItem.to_dict,public,未在函数级文档中说明；需从实现推断,缺函数级详细设计,部分注解,存在符号级文档引用,docs/architecture/architecture.md,存在同名测试引用,tests/unit/test_run_config.py,P-证据不足,ASPICE-SWE3-DD;ASPICE-SWE3-IF
SWU-5A0E6A3977,src/core/types.py,195,196,CalendarEvent.to_dict,public,未在函数级文档中说明；需从实现推断,缺函数级详细设计,部分注解,存在符号级文档引用,docs/architecture/architecture.md,存在同名测试引用,tests/unit/test_run_config.py,P-证据不足,ASPICE-SWE3-DD;ASPICE-SWE3-IF
SWU-4654E9B6A5,src/core/types.py,198,199,CalendarEvent.display,public,未在函数级文档中说明；需从实现推断,缺函数级详细设计,部分注解,无需求/架构追溯记录,,存在同名测试引用,tests/unit/test_source_labels.py,P-证据不足,ASPICE-SWE-TRACE;ASPICE-SWE3-DD;ASPICE-SWE3-IF
SWU-0B81375E45,src/core/types.py,214,215,MacroQuote.to_dict,public,未在函数级文档中说明；需从实现推断,缺函数级详细设计,部分注解,存在符号级文档引用,docs/architecture/architecture.md,存在同名测试引用,tests/unit/test_run_config.py,P-证据不足,ASPICE-SWE3-DD;ASPICE-SWE3-IF
SWU-B52C340615,src/core/types.py,231,251,ExternalFactors.to_dict,public,未在函数级文档中说明；需从实现推断,缺函数级详细设计,部分注解,存在符号级文档引用,docs/architecture/architecture.md,存在同名测试引用,tests/unit/test_run_config.py,P-证据不足,ASPICE-SWE3-DD;ASPICE-SWE3-IF
SWU-6449E7E08E,src/core/types.py,267,276,MarketContext.to_dict,public,未在函数级文档中说明；需从实现推断,缺函数级详细设计,部分注解,存在符号级文档引用,docs/architecture/architecture.md,存在同名测试引用,tests/unit/test_run_config.py,P-证据不足,ASPICE-SWE3-DD;ASPICE-SWE3-IF
SWU-A2365082B2,src/core/types.py,299,300,LLMStageTrace.to_dict,public,未在函数级文档中说明；需从实现推断,缺函数级详细设计,部分注解,存在符号级文档引用,docs/architecture/architecture.md,存在同名测试引用,tests/unit/test_run_config.py,P-证据不足,ASPICE-SWE3-DD;ASPICE-SWE3-IF
SWU-870CA31BAC,src/core/types.py,311,317,StageMeta.to_dict,public,未在函数级文档中说明；需从实现推断,缺函数级详细设计,部分注解,存在符号级文档引用,docs/architecture/architecture.md,存在同名测试引用,tests/unit/test_run_config.py,P-证据不足,ASPICE-SWE3-DD;ASPICE-SWE3-IF
SWU-9F425D9994,src/core/types.py,326,327,AgentPipelineMeta.record,public,未在函数级文档中说明；需从实现推断,缺函数级详细设计,部分注解,存在符号级文档引用,docs/architecture/backtesting.md,存在同名测试引用,tests/unit/test_external_sources.py,P-证据不足,ASPICE-SWE3-DD;ASPICE-SWE3-IF
SWU-FC7D17553E,src/core/types.py,329,330,AgentPipelineMeta.to_dict,public,未在函数级文档中说明；需从实现推断,缺函数级详细设计,部分注解,存在符号级文档引用,docs/architecture/architecture.md,存在同名测试引用,tests/unit/test_run_config.py,P-证据不足,ASPICE-SWE3-DD;ASPICE-SWE3-IF
SWU-E1230024C0,src/core/types.py,348,349,AgentTrace.to_dict,public,未在函数级文档中说明；需从实现推断,缺函数级详细设计,部分注解,存在符号级文档引用,docs/architecture/architecture.md,存在同名测试引用,tests/unit/test_run_config.py,P-证据不足,ASPICE-SWE3-DD;ASPICE-SWE3-IF
SWU-0ED4ADA825,src/core/types.py,371,372,LLMAnalysis.to_dict,public,未在函数级文档中说明；需从实现推断,缺函数级详细设计,部分注解,存在符号级文档引用,docs/architecture/architecture.md,存在同名测试引用,tests/unit/test_run_config.py,P-证据不足,ASPICE-SWE3-DD;ASPICE-SWE3-IF
SWU-4E87068569,src/data/aggregator.py,22,43,merge_external,public,未在函数级文档中说明；需从实现推断,缺函数级详细设计,部分注解,存在符号级文档引用,docs/architecture/analyst-context.md;docs/architecture/architecture.md,存在同名测试引用,tests/integration/test_external_apis.py,P-证据不足,ASPICE-SWE3-DD;ASPICE-SWE3-IF
SWU-8B8349B09E,src/data/aggregator.py,46,52,collect_evidence,public,未在函数级文档中说明；需从实现推断,缺函数级详细设计,完整注解,无需求/架构追溯记录,,无同名测试追溯证据,,N-未满足,ASPICE-SWE-TRACE;ASPICE-SWE3-DD;ASPICE-SWE4-UV
SWU-DDF5EFE045,src/data/aggregator.py,55,73,assemble_market_context,public,Bind pre-fetched external data with enriched bars and ICT analyses.,有函数说明,完整注解,存在符号级文档引用,docs/architecture/analyst-context.md;docs/reference/handbook.md,无同名测试追溯证据,,P-证据不足,ASPICE-SWE4-UV
SWU-E8CC53E6F4,src/data/aggregator.py,76,84,build_market_context,public,Legacy entry — fetches external again. Prefer fetch_all_data + assemble_market_context.,有函数说明,完整注解,存在符号级文档引用,docs/reviews/financial/static-code-review.md,无同名测试追溯证据,,P-证据不足,ASPICE-SWE4-UV
SWU-BE22AAE06A,src/data/calendar_utils.py,11,32,parse_event_time,public,未在函数级文档中说明；需从实现推断,缺函数级详细设计,完整注解,无需求/架构追溯记录,,无同名测试追溯证据,,N-未满足,ASPICE-SWE-TRACE;ASPICE-SWE3-DD;ASPICE-SWE4-UV
SWU-07D2119D72,src/data/calendar_utils.py,35,46,filter_upcoming_calendar_events,public,Keep only future (or very recent) events with parseable times.,有函数说明,完整注解,无需求/架构追溯记录,,存在同名测试引用,tests/unit/test_narrative_authorization.py,P-证据不足,ASPICE-SWE-TRACE
SWU-D55BEBCD6F,src/data/calendar_utils.py,49,52,calendar_to_risk_text,public,未在函数级文档中说明；需从实现推断,缺函数级详细设计,完整注解,无需求/架构追溯记录,,无同名测试追溯证据,,N-未满足,ASPICE-SWE-TRACE;ASPICE-SWE3-DD;ASPICE-SWE4-UV
SWU-750F9F2CF5,src/data/context_builder.py,44,65,build_market_position,public,EMA / VWAP distances and recent range for technical analyst.,有函数说明,完整注解,无需求/架构追溯记录,,无同名测试追溯证据,,P-证据不足,ASPICE-SWE-TRACE;ASPICE-SWE4-UV
SWU-046AE84C1B,src/data/context_builder.py,68,86,build_spot_cross_check,public,未在函数级文档中说明；需从实现推断,缺函数级详细设计,完整注解,无需求/架构追溯记录,,无同名测试追溯证据,,N-未满足,ASPICE-SWE-TRACE;ASPICE-SWE3-DD;ASPICE-SWE4-UV
SWU-BC16D7A171,src/data/context_builder.py,89,114,build_event_countdown,public,Hours until the next high-impact calendar event.,有函数说明,完整注解,无需求/架构追溯记录,,无同名测试追溯证据,,P-证据不足,ASPICE-SWE-TRACE;ASPICE-SWE4-UV
SWU-94A1869676,src/data/context_builder.py,117,142,build_jin10_kline_summary,public,未在函数级文档中说明；需从实现推断,缺函数级详细设计,完整注解,无需求/架构追溯记录,,存在同名测试引用,tests/unit/test_analyst_input_density.py,P-证据不足,ASPICE-SWE-TRACE;ASPICE-SWE3-DD
SWU-21A4A84FE5,src/data/context_builder.py,145,178,build_derived_context,public,未在函数级文档中说明；需从实现推断,缺函数级详细设计,完整注解,无需求/架构追溯记录,,无同名测试追溯证据,,N-未满足,ASPICE-SWE-TRACE;ASPICE-SWE3-DD;ASPICE-SWE4-UV
SWU-53864154EB,src/data/context_builder.py,181,199,compute_context_stats,public,未在函数级文档中说明；需从实现推断,缺函数级详细设计,完整注解,无需求/架构追溯记录,,无同名测试追溯证据,,N-未满足,ASPICE-SWE-TRACE;ASPICE-SWE3-DD;ASPICE-SWE4-UV
SWU-309515B2C5,src/data/context_builder.py,202,253,_technical_input_stats,internal,Observability snapshot for K-line-derived technical inputs.,有函数说明,完整注解,无需求/架构追溯记录,,无同名测试追溯证据,,P-证据不足,ASPICE-SWE-TRACE;ASPICE-SWE4-UV
SWU-12577F43A5,src/data/context_builder.py,256,260,_volume_nonzero_ratio,internal,未在函数级文档中说明；需从实现推断,缺函数级详细设计,完整注解,无需求/架构追溯记录,,无同名测试追溯证据,,N-未满足,ASPICE-SWE-TRACE;ASPICE-SWE3-DD;ASPICE-SWE4-UV
SWU-14F86EA322,src/data/context_builder.py,263,314,_analyst_input_stats,internal,Role-level input density for the non-technical analysts.,有函数说明,完整注解,无需求/架构追溯记录,,无同名测试追溯证据,,P-证据不足,ASPICE-SWE-TRACE;ASPICE-SWE4-UV
SWU-260FF71074,src/data/context_builder.py,317,324,finalize_market_context,public,Attach derived signals and density stats after assembly.,有函数说明,完整注解,存在符号级文档引用,docs/architecture/analyst-context.md;docs/architecture/architecture.md;docs/reference/handbook.md,存在同名测试引用,tests/unit/test_analyst_input_density.py,P-部分满足,
SWU-92F0BA6A2B,src/data/external_format.py,13,25,headlines_to_strings,public,未在函数级文档中说明；需从实现推断,缺函数级详细设计,完整注解,无需求/架构追溯记录,,无同名测试追溯证据,,N-未满足,ASPICE-SWE-TRACE;ASPICE-SWE3-DD;ASPICE-SWE4-UV
SWU-361441992E,src/data/external_format.py,28,36,sync_external_legacy_fields,public,Keep news_headlines / risk_events in sync with structured fields.,有函数说明,完整注解,存在符号级文档引用,docs/architecture/analyst-context.md,存在同名测试引用,tests/unit/test_narrative_authorization.py,P-部分满足,
SWU-237E01DB5B,src/data/fetch_pipeline.py,34,35,DataFetchResult.bars_summary,public,未在函数级文档中说明；需从实现推断,缺函数级详细设计,部分注解,无需求/架构追溯记录,,存在同名测试引用,tests/unit/test_run_archive.py,P-证据不足,ASPICE-SWE-TRACE;ASPICE-SWE3-DD;ASPICE-SWE3-IF
SWU-DEBF2265CA,src/data/fetch_pipeline.py,37,51,DataFetchResult.external_preview,public,未在函数级文档中说明；需从实现推断,缺函数级详细设计,部分注解,无需求/架构追溯记录,,无同名测试追溯证据,,N-未满足,ASPICE-SWE-TRACE;ASPICE-SWE3-DD;ASPICE-SWE4-UV;ASPICE-SWE3-IF
SWU-112152936C,src/data/fetch_pipeline.py,54,55,_fetch_news_external,internal,未在函数级文档中说明；需从实现推断,缺函数级详细设计,完整注解,无需求/架构追溯记录,,存在同名测试引用,tests/unit/test_analyst_input_density.py,P-证据不足,ASPICE-SWE-TRACE;ASPICE-SWE3-DD
SWU-DA07C46547,src/data/fetch_pipeline.py,58,59,_fetch_social_external,internal,未在函数级文档中说明；需从实现推断,缺函数级详细设计,完整注解,无需求/架构追溯记录,,存在同名测试引用,tests/unit/test_analyst_input_density.py,P-证据不足,ASPICE-SWE-TRACE;ASPICE-SWE3-DD
SWU-984C9019FC,src/data/fetch_pipeline.py,62,63,_fetch_fundamentals_external,internal,未在函数级文档中说明；需从实现推断,缺函数级详细设计,完整注解,无需求/架构追溯记录,,存在同名测试引用,tests/unit/test_analyst_input_density.py,P-证据不足,ASPICE-SWE-TRACE;ASPICE-SWE3-DD
SWU-6DF80AEE05,src/data/fetch_pipeline.py,66,80,fetch_external_bundle,public,News + social + fundamentals (DXY/US10Y). All three HTTP sources run in parallel when enabled.,有函数说明,完整注解,无需求/架构追溯记录,,存在同名测试引用,tests/unit/test_analyst_input_density.py,P-证据不足,ASPICE-SWE-TRACE
SWU-D6C382B005,src/data/fetch_pipeline.py,83,144,fetch_all_data,public,Pull everything up front:,有函数说明,完整注解,存在符号级文档引用,docs/architecture/analyst-context.md;docs/reference/handbook.md,存在同名测试引用,tests/unit/test_orchestrator_hooks.py,P-部分满足,
SWU-F5CFDCFE8D,src/data/fetcher.py,18,20,clear_cache,public,未在函数级文档中说明；需从实现推断,缺函数级详细设计,完整注解,无需求/架构追溯记录,,存在同名测试引用,tests/unit/test_generation_worker.py,P-证据不足,ASPICE-SWE-TRACE;ASPICE-SWE3-DD
SWU-E9AD7716D7,src/data/fetcher.py,23,24,get_active_source,public,未在函数级文档中说明；需从实现推断,缺函数级详细设计,完整注解,无需求/架构追溯记录,,无同名测试追溯证据,,N-未满足,ASPICE-SWE-TRACE;ASPICE-SWE3-DD;ASPICE-SWE4-UV
SWU-D6FBD9BEAA,src/data/fetcher.py,27,28,fetch_multi_timeframe,public,未在函数级文档中说明；需从实现推断,缺函数级详细设计,完整注解,存在符号级文档引用,docs/architecture/technical-analysis.md;docs/reviews/financial/static-code-review.md,无同名测试追溯证据,,P-证据不足,ASPICE-SWE3-DD;ASPICE-SWE4-UV
SWU-1BB0E91F10,src/data/fetcher.py,31,35,fetch_all,public,Unified fetch: bars + external. See ``src.data.fetch_pipeline``.,有函数说明,完整注解,无需求/架构追溯记录,,无同名测试追溯证据,,P-证据不足,ASPICE-SWE-TRACE;ASPICE-SWE4-UV
SWU-5A69F43861,src/data/fetcher.py,38,65,daily_metrics,public,未在函数级文档中说明；需从实现推断,缺函数级详细设计,完整注解,存在符号级文档引用,docs/archive/domain/reverse-engineering.md;docs/reference/examples/report-schema.md;docs/reviews/financial/static-code-review.md,存在同名测试引用,tests/unit/test_indicators.py,P-证据不足,ASPICE-SWE3-DD
SWU-F3D127C2A7,src/data/fetcher.py,71,72,utc8_now,public,未在函数级文档中说明；需从实现推断,缺函数级详细设计,完整注解,无需求/架构追溯记录,,无同名测试追溯证据,,N-未满足,ASPICE-SWE-TRACE;ASPICE-SWE3-DD;ASPICE-SWE4-UV
SWU-782624F6ED,src/data/fetcher.py,75,96,format_utc8,public,Format an ISO UTC timestamp for UI display in Beijing time (UTC+8).,有函数说明,完整注解,无需求/架构追溯记录,,存在同名测试引用,tests/unit/test_run_archive.py,P-证据不足,ASPICE-SWE-TRACE
SWU-A41F07FAAB,src/data/mt5.py,40,41,MT5Provider.is_available,public,未在函数级文档中说明；需从实现推断,缺函数级详细设计,部分注解,无需求/架构追溯记录,,存在同名测试引用,tests/unit/test_mt5_provider.py,P-证据不足,ASPICE-SWE-TRACE;ASPICE-SWE3-DD;ASPICE-SWE3-IF
SWU-A1DFE3CE6D,src/data/mt5.py,43,44,MT5Provider.account_info,public,未在函数级文档中说明；需从实现推断,缺函数级详细设计,部分注解,无需求/架构追溯记录,,存在同名测试引用,tests/unit/test_mt5_provider.py,P-证据不足,ASPICE-SWE-TRACE;ASPICE-SWE3-DD;ASPICE-SWE3-IF
SWU-2CEB3AE7C8,src/data/mt5.py,46,47,MT5Provider.shutdown,public,未在函数级文档中说明；需从实现推断,缺函数级详细设计,部分注解,无需求/架构追溯记录,,无同名测试追溯证据,,N-未满足,ASPICE-SWE-TRACE;ASPICE-SWE3-DD;ASPICE-SWE4-UV;ASPICE-SWE3-IF
SWU-EBA1AB6898,src/data/mt5.py,57,58,DisabledMT5Provider.__init__,internal,未在函数级文档中说明；需从实现推断,缺函数级详细设计,部分注解,无需求/架构追溯记录,,无同名测试追溯证据,,N-未满足,ASPICE-SWE-TRACE;ASPICE-SWE3-DD;ASPICE-SWE4-UV;ASPICE-SWE3-IF
SWU-142D9A85D4,src/data/mt5.py,60,61,DisabledMT5Provider.is_available,public,未在函数级文档中说明；需从实现推断,缺函数级详细设计,部分注解,无需求/架构追溯记录,,存在同名测试引用,tests/unit/test_mt5_provider.py,P-证据不足,ASPICE-SWE-TRACE;ASPICE-SWE3-DD;ASPICE-SWE3-IF
SWU-A96D8007A3,src/data/mt5.py,63,64,DisabledMT5Provider.account_info,public,未在函数级文档中说明；需从实现推断,缺函数级详细设计,部分注解,无需求/架构追溯记录,,存在同名测试引用,tests/unit/test_mt5_provider.py,P-证据不足,ASPICE-SWE-TRACE;ASPICE-SWE3-DD;ASPICE-SWE3-IF
SWU-0F677DDA5E,src/data/mt5.py,66,67,DisabledMT5Provider.shutdown,public,未在函数级文档中说明；需从实现推断,缺函数级详细设计,部分注解,无需求/架构追溯记录,,无同名测试追溯证据,,N-未满足,ASPICE-SWE-TRACE;ASPICE-SWE3-DD;ASPICE-SWE4-UV;ASPICE-SWE3-IF
SWU-EFAF091F3B,src/data/mt5.py,73,80,MetaTrader5Provider.__init__,internal,未在函数级文档中说明；需从实现推断,缺函数级详细设计,部分注解,无需求/架构追溯记录,,无同名测试追溯证据,,N-未满足,ASPICE-SWE-TRACE;ASPICE-SWE3-DD;ASPICE-SWE4-UV;ASPICE-SWE3-IF
SWU-D4E9736D8A,src/data/mt5.py,82,87,MetaTrader5Provider.is_available,public,未在函数级文档中说明；需从实现推断,缺函数级详细设计,部分注解,无需求/架构追溯记录,,存在同名测试引用,tests/unit/test_mt5_provider.py,P-证据不足,ASPICE-SWE-TRACE;ASPICE-SWE3-DD;ASPICE-SWE3-IF
SWU-2C7542532D,src/data/mt5.py,89,105,MetaTrader5Provider.account_info,public,未在函数级文档中说明；需从实现推断,缺函数级详细设计,部分注解,无需求/架构追溯记录,,存在同名测试引用,tests/unit/test_mt5_provider.py,P-证据不足,ASPICE-SWE-TRACE;ASPICE-SWE3-DD;ASPICE-SWE3-IF
SWU-573D1AEBA3,src/data/mt5.py,107,110,MetaTrader5Provider.shutdown,public,未在函数级文档中说明；需从实现推断,缺函数级详细设计,部分注解,无需求/架构追溯记录,,无同名测试追溯证据,,N-未满足,ASPICE-SWE-TRACE;ASPICE-SWE3-DD;ASPICE-SWE4-UV;ASPICE-SWE3-IF
SWU-F8948E51CB,src/data/mt5.py,112,128,MetaTrader5Provider._ensure_initialized,internal,未在函数级文档中说明；需从实现推断,缺函数级详细设计,部分注解,无需求/架构追溯记录,,无同名测试追溯证据,,N-未满足,ASPICE-SWE-TRACE;ASPICE-SWE3-DD;ASPICE-SWE4-UV;ASPICE-SWE3-IF
SWU-28BBA5CB4C,src/data/mt5.py,131,138,get_mt5_provider,public,未在函数级文档中说明；需从实现推断,缺函数级详细设计,完整注解,无需求/架构追溯记录,,存在同名测试引用,tests/unit/test_mt5_provider.py,P-证据不足,ASPICE-SWE-TRACE;ASPICE-SWE3-DD
SWU-1ED76EBFC7,src/data/news_topics.py,17,43,cluster_headline_topics,public,Rule-based topic buckets from headline text.,有函数说明,完整注解,无需求/架构追溯记录,,存在同名测试引用,tests/unit/test_analyst_input_density.py,P-证据不足,ASPICE-SWE-TRACE
SWU-CE8B65F86A,src/data/proxy_env.py,8,31,read_system_proxy,public,未在函数级文档中说明；需从实现推断,缺函数级详细设计,完整注解,无需求/架构追溯记录,,无同名测试追溯证据,,N-未满足,ASPICE-SWE-TRACE;ASPICE-SWE3-DD;ASPICE-SWE4-UV
SWU-2365B1EA92,src/data/proxy_env.py,34,40,apply_system_proxy,public,Set http_proxy/https_proxy from env or Windows registry (idempotent).,有函数说明,完整注解,无需求/架构追溯记录,,无同名测试追溯证据,,P-证据不足,ASPICE-SWE-TRACE;ASPICE-SWE4-UV
SWU-FC8CBED92A,src/data/sources/_http.py,29,60,post_json,public,未在函数级文档中说明；需从实现推断,缺函数级详细设计,完整注解,无需求/架构追溯记录,,无同名测试追溯证据,,N-未满足,ASPICE-SWE-TRACE;ASPICE-SWE3-DD;ASPICE-SWE4-UV
SWU-6AFE1EC0A4,src/data/sources/_http.py,63,70,get_json,public,未在函数级文档中说明；需从实现推断,缺函数级详细设计,完整注解,无需求/架构追溯记录,,无同名测试追溯证据,,N-未满足,ASPICE-SWE-TRACE;ASPICE-SWE3-DD;ASPICE-SWE4-UV
SWU-299C0D3A32,src/data/sources/_http.py,73,101,get_text,public,未在函数级文档中说明；需从实现推断,缺函数级详细设计,完整注解,无需求/架构追溯记录,,无同名测试追溯证据,,N-未满足,ASPICE-SWE-TRACE;ASPICE-SWE3-DD;ASPICE-SWE4-UV
SWU-600C64BCB0,src/data/sources/base.py,14,15,DataSource.fetch,public,未在函数级文档中说明；需从实现推断,缺函数级详细设计,部分注解,存在符号级文档引用,docs/architecture/analyst-context.md;docs/architecture/architecture.md;docs/operations/onboarding.md;docs/operations/walkthrough.md,存在同名测试引用,tests/unit/test_archive_compat.py;tests/unit/test_archive_transfer.py;tests/unit/test_external_data_view.py;tests/unit/test_generation_worker.py,P-证据不足,ASPICE-SWE3-DD;ASPICE-SWE3-IF
SWU-85282DDC4D,src/data/sources/dxy.py,14,53,fetch_dxy_impact,public,"Return (human impact text, refs dict).",有函数说明,完整注解,无需求/架构追溯记录,,存在同名测试引用,tests/integration/test_external_apis.py;tests/unit/test_external_sources.py,P-证据不足,ASPICE-SWE-TRACE
SWU-85EA252365,src/data/sources/fundamentals.py,12,23,FundamentalsDataSource.fetch_external,public,未在函数级文档中说明；需从实现推断,缺函数级详细设计,部分注解,存在符号级文档引用,docs/reviews/financial/static-code-review.md,存在同名测试引用,tests/integration/test_external_apis.py;tests/unit/test_external_sources.py,P-证据不足,ASPICE-SWE3-DD;ASPICE-SWE3-IF
SWU-6A23A66CFF,src/data/sources/fundamentals.py,25,26,FundamentalsDataSource.fetch_evidence,public,未在函数级文档中说明；需从实现推断,缺函数级详细设计,部分注解,存在符号级文档引用,docs/reviews/financial/static-code-review.md,存在同名测试引用,tests/unit/test_external_sources.py,P-证据不足,ASPICE-SWE3-DD;ASPICE-SWE3-IF
SWU-AD52255426,src/data/sources/fundamentals.py,29,51,macro_quotes_to_evidence,public,未在函数级文档中说明；需从实现推断,缺函数级详细设计,完整注解,无需求/架构追溯记录,,无同名测试追溯证据,,N-未满足,ASPICE-SWE-TRACE;ASPICE-SWE3-DD;ASPICE-SWE4-UV
SWU-683A4407DD,src/data/sources/fundamentals.py,54,66,external_macro_evidence,public,未在函数级文档中说明；需从实现推断,缺函数级详细设计,完整注解,无需求/架构追溯记录,,无同名测试追溯证据,,N-未满足,ASPICE-SWE-TRACE;ASPICE-SWE3-DD;ASPICE-SWE4-UV
SWU-64DA59BA88,src/data/sources/gold_relevance.py,121,123,matches_gold_headline,public,未在函数级文档中说明；需从实现推断,缺函数级详细设计,完整注解,无需求/架构追溯记录,,无同名测试追溯证据,,N-未满足,ASPICE-SWE-TRACE;ASPICE-SWE3-DD;ASPICE-SWE4-UV
SWU-30D61EF6F5,src/data/sources/gold_relevance.py,126,137,is_gold_macro_event,public,True if macro calendar row is likely to move XAUUSD.,有函数说明,完整注解,无需求/架构追溯记录,,存在同名测试引用,tests/unit/test_external_sources.py,P-证据不足,ASPICE-SWE-TRACE
SWU-AD84260CD0,src/data/sources/jin10_feed.py,47,48,Jin10NewsBundle.headline_items,public,未在函数级文档中说明；需从实现推断,缺函数级详细设计,部分注解,存在符号级文档引用,docs/architecture/report-trust.md;docs/reference/examples/report-schema.md,存在同名测试引用,tests/unit/test_analyst_input_density.py;tests/unit/test_external_data_view.py;tests/unit/test_fact_registry.py;tests/unit/test_run_archive.py,P-证据不足,ASPICE-SWE3-DD;ASPICE-SWE3-IF
SWU-0424648ECF,src/data/sources/jin10_feed.py,51,62,Jin10NewsBundle.headlines,public,未在函数级文档中说明；需从实现推断,缺函数级详细设计,部分注解,无需求/架构追溯记录,,存在同名测试引用,tests/integration/test_external_apis.py;tests/unit/test_external_sources.py,P-证据不足,ASPICE-SWE-TRACE;ASPICE-SWE3-DD;ASPICE-SWE3-IF
SWU-F87AC8A103,src/data/sources/jin10_feed.py,65,66,Jin10NewsBundle.is_live,public,未在函数级文档中说明；需从实现推断,缺函数级详细设计,部分注解,无需求/架构追溯记录,,无同名测试追溯证据,,N-未满足,ASPICE-SWE-TRACE;ASPICE-SWE3-DD;ASPICE-SWE4-UV;ASPICE-SWE3-IF
