function_id,software_unit_id,source_path,line,qualified_name,visibility,signature,return_contract,responsibility,preconditions,postconditions,explicit_exceptions,side_effects,concurrency,call_dependencies,branch_points,line_span,risk,architecture_id,requirement_ids,test_references,verification_disposition,design_status
FUN-78898FE309,UNIT-D5EB6E2A98,src/core/types.py,132,LevelProposal.to_dict,public,(self),"dict[str, Any]",As-built responsibility derived from `to_dict` and its owning unit.,"caller satisfies signature, owning-unit state, and linked requirement constraints",normal return follows return contract; detected side effects are limited to recorded categories,none-explicit,none-detected,caller-thread,asdict,0,2,medium,ARC-CORE,SWR-CORE-001;SWR-CORE-002;SWR-LLM-001;SWR-REP-001;SWR-REP-003;SWR-CFG-001;SWR-NFR-001;SWR-NFR-002,tests/unit/test_run_config.py,direct-dynamic,baselined-as-built
FUN-CBD371AFFE,UNIT-D5EB6E2A98,src/core/types.py,143,TransactionProposal.to_dict,public,(self),"dict[str, Any]",As-built responsibility derived from `to_dict` and its owning unit.,"caller satisfies signature, owning-unit state, and linked requirement constraints",normal return follows return contract; detected side effects are limited to recorded categories,none-explicit,none-detected,caller-thread,asdict,0,2,medium,ARC-CORE,SWR-CORE-001;SWR-CORE-002;SWR-LLM-001;SWR-REP-001;SWR-REP-003;SWR-CFG-001;SWR-NFR-001;SWR-NFR-002,tests/unit/test_run_config.py,direct-dynamic,baselined-as-built
FUN-1D042F655D,UNIT-D5EB6E2A98,src/core/types.py,155,RiskReview.to_dict,public,(self),"dict[str, Any]",As-built responsibility derived from `to_dict` and its owning unit.,"caller satisfies signature, owning-unit state, and linked requirement constraints",normal return follows return contract; detected side effects are limited to recorded categories,none-explicit,none-detected,caller-thread,asdict,0,2,medium,ARC-CORE,SWR-CORE-001;SWR-CORE-002;SWR-LLM-001;SWR-REP-001;SWR-REP-003;SWR-CFG-001;SWR-NFR-001;SWR-NFR-002,tests/unit/test_run_config.py,direct-dynamic,baselined-as-built
FUN-F763A5C226,UNIT-D5EB6E2A98,src/core/types.py,168,ManagerDecision.to_dict,public,(self),"dict[str, Any]",As-built responsibility derived from `to_dict` and its owning unit.,"caller satisfies signature, owning-unit state, and linked requirement constraints",normal return follows return contract; detected side effects are limited to recorded categories,none-explicit,none-detected,caller-thread,asdict,0,2,medium,ARC-CORE,SWR-CORE-001;SWR-CORE-002;SWR-LLM-001;SWR-REP-001;SWR-REP-003;SWR-CFG-001;SWR-NFR-001;SWR-NFR-002,tests/unit/test_run_config.py,direct-dynamic,baselined-as-built
FUN-1F2E0F588A,UNIT-D5EB6E2A98,src/core/types.py,182,HeadlineItem.to_dict,public,(self),"dict[str, Any]",As-built responsibility derived from `to_dict` and its owning unit.,"caller satisfies signature, owning-unit state, and linked requirement constraints",normal return follows return contract; detected side effects are limited to recorded categories,none-explicit,none-detected,caller-thread,asdict,0,2,medium,ARC-CORE,SWR-CORE-001;SWR-CORE-002;SWR-LLM-001;SWR-REP-001;SWR-REP-003;SWR-CFG-001;SWR-NFR-001;SWR-NFR-002,tests/unit/test_run_config.py,direct-dynamic,baselined-as-built
FUN-5A0E6A3977,UNIT-D5EB6E2A98,src/core/types.py,195,CalendarEvent.to_dict,public,(self),"dict[str, Any]",As-built responsibility derived from `to_dict` and its owning unit.,"caller satisfies signature, owning-unit state, and linked requirement constraints",normal return follows return contract; detected side effects are limited to recorded categories,none-explicit,none-detected,caller-thread,asdict,0,2,medium,ARC-CORE,SWR-CORE-001;SWR-CORE-002;SWR-LLM-001;SWR-REP-001;SWR-REP-003;SWR-CFG-001;SWR-NFR-001;SWR-NFR-002,tests/unit/test_run_config.py,direct-dynamic,baselined-as-built
FUN-4654E9B6A5,UNIT-D5EB6E2A98,src/core/types.py,198,CalendarEvent.display,public,(self),str,As-built responsibility derived from `display` and its owning unit.,"caller satisfies signature, owning-unit state, and linked requirement constraints",normal return follows return contract; detected side effects are limited to recorded categories,none-explicit,none-detected,caller-thread,strip,0,2,medium,ARC-CORE,SWR-CORE-001;SWR-CORE-002;SWR-LLM-001;SWR-REP-001;SWR-REP-003;SWR-CFG-001;SWR-NFR-001;SWR-NFR-002,tests/unit/test_source_labels.py,direct-dynamic,baselined-as-built
FUN-0B81375E45,UNIT-D5EB6E2A98,src/core/types.py,214,MacroQuote.to_dict,public,(self),"dict[str, Any]",As-built responsibility derived from `to_dict` and its owning unit.,"caller satisfies signature, owning-unit state, and linked requirement constraints",normal return follows return contract; detected side effects are limited to recorded categories,none-explicit,none-detected,caller-thread,asdict,0,2,medium,ARC-CORE,SWR-CORE-001;SWR-CORE-002;SWR-LLM-001;SWR-REP-001;SWR-REP-003;SWR-CFG-001;SWR-NFR-001;SWR-NFR-002,tests/unit/test_run_config.py,direct-dynamic,baselined-as-built
FUN-B52C340615,UNIT-D5EB6E2A98,src/core/types.py,231,ExternalFactors.to_dict,public,(self),"dict[str, Any]",As-built responsibility derived from `to_dict` and its owning unit.,"caller satisfies signature, owning-unit state, and linked requirement constraints",normal return follows return contract; detected side effects are limited to recorded categories,none-explicit,none-detected,caller-thread,c.to_dict;h.to_dict;m.to_dict,0,21,medium,ARC-CORE,SWR-CORE-001;SWR-CORE-002;SWR-LLM-001;SWR-REP-001;SWR-REP-003;SWR-CFG-001;SWR-NFR-001;SWR-NFR-002,tests/unit/test_run_config.py,direct-dynamic,baselined-as-built
FUN-6449E7E08E,UNIT-D5EB6E2A98,src/core/types.py,267,MarketContext.to_dict,public,(self),"dict[str, Any]",As-built responsibility derived from `to_dict` and its owning unit.,"caller satisfies signature, owning-unit state, and linked requirement constraints",normal return follows return contract; detected side effects are limited to recorded categories,none-explicit,none-detected,caller-thread,list;self.analyses.keys;self.external.to_dict,0,10,medium,ARC-CORE,SWR-CORE-001;SWR-CORE-002;SWR-LLM-001;SWR-REP-001;SWR-REP-003;SWR-CFG-001;SWR-NFR-001;SWR-NFR-002,tests/unit/test_run_config.py,direct-dynamic,baselined-as-built
FUN-A2365082B2,UNIT-D5EB6E2A98,src/core/types.py,299,LLMStageTrace.to_dict,public,(self),"dict[str, Any]",As-built responsibility derived from `to_dict` and its owning unit.,"caller satisfies signature, owning-unit state, and linked requirement constraints",normal return follows return contract; detected side effects are limited to recorded categories,none-explicit,none-detected,caller-thread,asdict,0,2,medium,ARC-CORE,SWR-CORE-001;SWR-CORE-002;SWR-LLM-001;SWR-REP-001;SWR-REP-003;SWR-CFG-001;SWR-NFR-001;SWR-NFR-002,tests/unit/test_run_config.py,direct-dynamic,baselined-as-built
FUN-870CA31BAC,UNIT-D5EB6E2A98,src/core/types.py,311,StageMeta.to_dict,public,(self),"dict[str, Any]",As-built responsibility derived from `to_dict` and its owning unit.,"caller satisfies signature, owning-unit state, and linked requirement constraints",normal return follows return contract; detected side effects are limited to recorded categories,none-explicit,none-detected,caller-thread,self.llm.to_dict,2,7,medium,ARC-CORE,SWR-CORE-001;SWR-CORE-002;SWR-LLM-001;SWR-REP-001;SWR-REP-003;SWR-CFG-001;SWR-NFR-001;SWR-NFR-002,tests/unit/test_run_config.py,direct-dynamic,baselined-as-built
FUN-9F425D9994,UNIT-D5EB6E2A98,src/core/types.py,326,AgentPipelineMeta.record,public,"(self, name: str, meta: StageMeta)",None,As-built responsibility derived from `record` and its owning unit.,"caller satisfies signature, owning-unit state, and linked requirement constraints",normal return follows return contract; detected side effects are limited to recorded categories,none-explicit,none-detected,caller-thread,none,0,2,high,ARC-CORE,SWR-CORE-001;SWR-CORE-002;SWR-LLM-001;SWR-REP-001;SWR-REP-003;SWR-CFG-001;SWR-NFR-001;SWR-NFR-002,tests/unit/test_external_sources.py,direct-dynamic,baselined-as-built
FUN-FC7D17553E,UNIT-D5EB6E2A98,src/core/types.py,329,AgentPipelineMeta.to_dict,public,(self),"dict[str, Any]",As-built responsibility derived from `to_dict` and its owning unit.,"caller satisfies signature, owning-unit state, and linked requirement constraints",normal return follows return contract; detected side effects are limited to recorded categories,none-explicit,none-detected,caller-thread,self.stages.items;v.to_dict,0,2,high,ARC-CORE,SWR-CORE-001;SWR-CORE-002;SWR-LLM-001;SWR-REP-001;SWR-REP-003;SWR-CFG-001;SWR-NFR-001;SWR-NFR-002,tests/unit/test_run_config.py,direct-dynamic,baselined-as-built
FUN-E1230024C0,UNIT-D5EB6E2A98,src/core/types.py,348,AgentTrace.to_dict,public,(self),"dict[str, Any]",As-built responsibility derived from `to_dict` and its owning unit.,"caller satisfies signature, owning-unit state, and linked requirement constraints",normal return follows return contract; detected side effects are limited to recorded categories,none-explicit,none-detected,caller-thread,asdict,0,2,medium,ARC-CORE,SWR-CORE-001;SWR-CORE-002;SWR-LLM-001;SWR-REP-001;SWR-REP-003;SWR-CFG-001;SWR-NFR-001;SWR-NFR-002,tests/unit/test_run_config.py,direct-dynamic,baselined-as-built
FUN-0ED4ADA825,UNIT-D5EB6E2A98,src/core/types.py,371,LLMAnalysis.to_dict,public,(self),"dict[str, Any]",As-built responsibility derived from `to_dict` and its owning unit.,"caller satisfies signature, owning-unit state, and linked requirement constraints",normal return follows return contract; detected side effects are limited to recorded categories,none-explicit,none-detected,caller-thread,asdict,0,2,medium,ARC-CORE,SWR-CORE-001;SWR-CORE-002;SWR-LLM-001;SWR-REP-001;SWR-REP-003;SWR-CFG-001;SWR-NFR-001;SWR-NFR-002,tests/unit/test_run_config.py,direct-dynamic,baselined-as-built
FUN-4E87068569,UNIT-D3B9BEAAC0,src/data/aggregator.py,22,merge_external,public,(*parts: ExternalFactors),ExternalFactors,As-built responsibility derived from `merge_external` and its owning unit.,"caller satisfies signature, owning-unit state, and linked requirement constraints",normal return follows return contract; detected side effects are limited to recorded categories,none-explicit,external-io,caller-thread,ExternalFactors;merged.calendar_events.extend;merged.fetch_errors.extend;merged.headline_items.extend;merged.macro_quotes.extend;merged.news_headlines.extend;merged.social_posts.extend;merged.sources.append;sync_external_legacy_fields,6,22,high,ARC-DATA,SWR-CORE-001;SWR-DATA-001;SWR-DATA-002;SWR-DATA-003;SWR-CFG-001;SWR-NFR-001,tests/integration/test_external_apis.py,direct-dynamic,baselined-as-built
FUN-8B8349B09E,UNIT-D3B9BEAAC0,src/data/aggregator.py,46,collect_evidence,public,"(enriched: dict[str, pd.DataFrame])",list[EvidenceItem],As-built responsibility derived from `collect_evidence` and its owning unit.,"caller satisfies signature, owning-unit state, and linked requirement constraints",normal return follows return contract; detected side effects are limited to recorded categories,none-explicit,external-io,caller-thread,FundamentalsDataSource;MarketDataSource;NewsDataSource;SocialDataSource;fetch_evidence;items.extend,0,7,high,ARC-DATA,SWR-CORE-001;SWR-DATA-001;SWR-DATA-002;SWR-DATA-003;SWR-CFG-001;SWR-NFR-001,,static-and-component,baselined-as-built
FUN-DDF5EFE045,UNIT-D3B9BEAAC0,src/data/aggregator.py,55,assemble_market_context,public,"(enriched: dict[str, pd.DataFrame], analyses: dict[str, TimeframeAnalysis], external: ExternalFactors, source_label: str)",MarketContext,Bind pre-fetched external data with enriched bars and ICT analyses.,"caller satisfies signature, owning-unit state, and linked requirement constraints",normal return follows return contract; detected side effects are limited to recorded categories,none-explicit,none-detected,caller-thread,MarketContext;daily_metrics;finalize_market_context;float,0,19,medium,ARC-DATA,SWR-CORE-001;SWR-DATA-001;SWR-DATA-002;SWR-DATA-003;SWR-CFG-001;SWR-NFR-001,,static-and-component,baselined-as-built
FUN-E8CC53E6F4,UNIT-D3B9BEAAC0,src/data/aggregator.py,76,build_market_context,public,"(enriched: dict[str, pd.DataFrame], analyses: dict[str, TimeframeAnalysis])",MarketContext,Legacy entry — fetches external again. Prefer fetch_all_data + assemble_market_context.,"caller satisfies signature, owning-unit state, and linked requirement constraints",normal return follows return contract; detected side effects are limited to recorded categories,none-explicit,external-io,caller-thread,assemble_market_context;fetch_external_bundle;get_active_source,0,9,high,ARC-DATA,SWR-CORE-001;SWR-DATA-001;SWR-DATA-002;SWR-DATA-003;SWR-CFG-001;SWR-NFR-001,,static-and-component,baselined-as-built
FUN-BE22AAE06A,UNIT-F5D8BD410B,src/data/calendar_utils.py,11,parse_event_time,public,(raw: str),datetime | None,As-built responsibility derived from `parse_event_time` and its owning unit.,"caller satisfies signature, owning-unit state, and linked requirement constraints",normal return follows return contract; detected side effects are limited to recorded categories,none-explicit,none-detected,caller-thread,datetime.strptime;match.group;re.search;strip,5,22,medium,ARC-DATA,SWR-CORE-001;SWR-DATA-001;SWR-DATA-002;SWR-DATA-003;SWR-CFG-001;SWR-NFR-001,,static-and-component,baselined-as-built
FUN-07D2119D72,UNIT-F5D8BD410B,src/data/calendar_utils.py,35,filter_upcoming_calendar_events,public,(events: list[CalendarEvent]),list[CalendarEvent],Keep only future (or very recent) events with parseable times.,"caller satisfies signature, owning-unit state, and linked requirement constraints",normal return follows return contract; detected side effects are limited to recorded categories,none-explicit,none-detected,caller-thread,datetime.now;kept.append;parse_event_time;total_seconds,3,12,medium,ARC-DATA,SWR-CORE-001;SWR-DATA-001;SWR-DATA-002;SWR-DATA-003;SWR-CFG-001;SWR-NFR-001,tests/unit/test_narrative_authorization.py,direct-dynamic,baselined-as-built
FUN-D55BEBCD6F,UNIT-F5D8BD410B,src/data/calendar_utils.py,49,calendar_to_risk_text,public,"(events: list[CalendarEvent], *, limit: int=6)",str,As-built responsibility derived from `calendar_to_risk_text` and its owning unit.,"caller satisfies signature, owning-unit state, and linked requirement constraints",normal return follows return contract; detected side effects are limited to recorded categories,none-explicit,none-detected,caller-thread,e.display;join,1,4,medium,ARC-DATA,SWR-CORE-001;SWR-DATA-001;SWR-DATA-002;SWR-DATA-003;SWR-CFG-001;SWR-NFR-001,,static-and-component,baselined-as-built
FUN-750F9F2CF5,UNIT-24843AC961,src/data/context_builder.py,44,build_market_position,public,"(enriched: dict[str, pd.DataFrame], price: float)","dict[str, Any]",EMA / VWAP distances and recent range for technical analyst.,"caller satisfies signature, owning-unit state, and linked requirement constraints",normal return follows return contract; detected side effects are limited to recorded categories,none-explicit,none-detected,caller-thread,ema_relation;float;len;max;min;pd.notna;relations.items;round;tail,2,22,medium,ARC-DATA,SWR-CORE-001;SWR-DATA-001;SWR-DATA-002;SWR-DATA-003;SWR-CFG-001;SWR-NFR-001,,static-and-component,baselined-as-built
FUN-046AE84C1B,UNIT-24843AC961,src/data/context_builder.py,68,build_spot_cross_check,public,"(tv_price: float, quote: dict[str, Any] | None)","dict[str, Any]",As-built responsibility derived from `build_spot_cross_check` and its owning unit.,"caller satisfies signature, owning-unit state, and linked requirement constraints",normal return follows return contract; detected side effects are limited to recorded categories,none-explicit,none-detected,caller-thread,abs;float;quote.get;round,3,19,medium,ARC-DATA,SWR-CORE-001;SWR-DATA-001;SWR-DATA-002;SWR-DATA-003;SWR-CFG-001;SWR-NFR-001,,static-and-component,baselined-as-built
FUN-BC16D7A171,UNIT-24843AC961,src/data/context_builder.py,89,build_event_countdown,public,(events: list[CalendarEvent]),"dict[str, Any]",Hours until the next high-impact calendar event.,"caller satisfies signature, owning-unit state, and linked requirement constraints",normal return follows return contract; detected side effects are limited to recorded categories,none-explicit,none-detected,caller-thread,datetime.now;filter_upcoming_calendar_events;parse_event_time;round;total_seconds,6,26,medium,ARC-DATA,SWR-CORE-001;SWR-DATA-001;SWR-DATA-002;SWR-DATA-003;SWR-CFG-001;SWR-NFR-001,,static-and-component,baselined-as-built
FUN-94A1869676,UNIT-24843AC961,src/data/context_builder.py,117,build_jin10_kline_summary,public,"(bars: list[dict[str, Any]], tv_price: float)","dict[str, Any]",As-built responsibility derived from `build_jin10_kline_summary` and its owning unit.,"caller satisfies signature, owning-unit state, and linked requirement constraints",normal return follows return contract; detected side effects are limited to recorded categories,none-explicit,none-detected,caller-thread,abs;first.get;float;last.get;len;round,6,26,medium,ARC-DATA,SWR-CORE-001;SWR-DATA-001;SWR-DATA-002;SWR-DATA-003;SWR-CFG-001;SWR-NFR-001,tests/unit/test_analyst_input_density.py,direct-dynamic,baselined-as-built
FUN-21A4A84FE5,UNIT-24843AC961,src/data/context_builder.py,145,build_derived_context,public,(ctx: MarketContext),"dict[str, Any]",As-built responsibility derived from `build_derived_context` and its owning unit.,"caller satisfies signature, owning-unit state, and linked requirement constraints",normal return follows return contract; detected side effects are limited to recorded categories,none-explicit,external-io,caller-thread,build_event_countdown;build_jin10_kline_summary;build_market_position;build_spot_cross_check;cluster_headline_topics;e.to_dict;fetch_jin10_kline;fetch_jin10_quote;filter_upcoming_calendar_events;len;sentiment_score;sum,4,34,high,ARC-DATA,SWR-CORE-001;SWR-DATA-001;SWR-DATA-002;SWR-DATA-003;SWR-CFG-001;SWR-NFR-001,,static-and-component,baselined-as-built
FUN-53864154EB,UNIT-24843AC961,src/data/context_builder.py,181,compute_context_stats,public,(ctx: MarketContext),"dict[str, Any]",As-built responsibility derived from `compute_context_stats` and its owning unit.,"caller satisfies signature, owning-unit state, and linked requirement constraints",normal return follows return contract; detected side effects are limited to recorded categories,none-explicit,none-detected,caller-thread,_analyst_input_stats;_technical_input_stats;ctx.analyses.values;ctx.external.to_dict;json.dumps;len;list;payload_sample.encode;sum,1,19,medium,ARC-DATA,SWR-CORE-001;SWR-DATA-001;SWR-DATA-002;SWR-DATA-003;SWR-CFG-001;SWR-NFR-001,,static-and-component,baselined-as-built
FUN-309515B2C5,UNIT-24843AC961,src/data/context_builder.py,202,_technical_input_stats,internal,(ctx: MarketContext),"dict[str, Any]",Observability snapshot for K-line-derived technical inputs.,"caller satisfies signature, owning-unit state, and linked requirement constraints",normal return follows return contract; detected side effects are limited to recorded categories,none-explicit,none-detected,caller-thread,_volume_nonzero_ratio;bars.get;ctx.analyses.items;ctx.analyses.values;ctx.enriched.get;ctx.enriched.items;indicator_ready.get;len;pd.notna;set;sorted;sr.get;sum;support_resistance_context;technical_quality,3,52,medium,ARC-DATA,SWR-CORE-001;SWR-DATA-001;SWR-DATA-002;SWR-DATA-003;SWR-CFG-001;SWR-NFR-001,,static-and-component,baselined-as-built
FUN-12577F43A5,UNIT-24843AC961,src/data/context_builder.py,256,_volume_nonzero_ratio,internal,(df: pd.DataFrame | None),float,As-built responsibility derived from `_volume_nonzero_ratio` and its owning unit.,"caller satisfies signature, owning-unit state, and linked requirement constraints",normal return follows return contract; detected side effects are limited to recorded categories,none-explicit,none-detected,caller-thread,astype;float;len;round;sum,1,5,low,ARC-DATA,SWR-CORE-001;SWR-DATA-001;SWR-DATA-002;SWR-DATA-003;SWR-CFG-001;SWR-NFR-001,,static-and-component,baselined-as-built
FUN-14F86EA322,UNIT-24843AC961,src/data/context_builder.py,263,_analyst_input_stats,internal,(ctx: MarketContext),"dict[str, Any]",Role-level input density for the non-technical analysts.,"caller satisfies signature, owning-unit state, and linked requirement constraints",normal return follows return contract; detected side effects are limited to recorded categories,none-explicit,none-detected,caller-thread,bool;ctx.derived.get;e.lower;float;len;post.get;round;social_kind_counts.get;str;sum,2,52,medium,ARC-DATA,SWR-CORE-001;SWR-DATA-001;SWR-DATA-002;SWR-DATA-003;SWR-CFG-001;SWR-NFR-001,,static-and-component,baselined-as-built
FUN-260FF71074,UNIT-24843AC961,src/data/context_builder.py,317,finalize_market_context,public,(ctx: MarketContext),MarketContext,Attach derived signals and density stats after assembly.,"caller satisfies signature, owning-unit state, and linked requirement constraints",normal return follows return contract; detected side effects are limited to recorded categories,none-explicit,none-detected,caller-thread,build_derived_context;compute_context_stats;filter_upcoming_calendar_events;sync_external_legacy_fields,0,8,medium,ARC-DATA,SWR-CORE-001;SWR-DATA-001;SWR-DATA-002;SWR-DATA-003;SWR-CFG-001;SWR-NFR-001,tests/unit/test_analyst_input_density.py,direct-dynamic,baselined-as-built
FUN-92F0BA6A2B,UNIT-05079ECC27,src/data/external_format.py,13,headlines_to_strings,public,"(items: list[HeadlineItem], *, limit: int | None=None)",list[str],As-built responsibility derived from `headlines_to_strings` and its owning unit.,"caller satisfies signature, owning-unit state, and linked requirement constraints",normal return follows return contract; detected side effects are limited to recorded categories,none-explicit,none-detected,caller-thread,item.text.strip;len;out.append;seen.add;set,3,13,medium,ARC-DATA,SWR-CORE-001;SWR-DATA-001;SWR-DATA-002;SWR-DATA-003;SWR-CFG-001;SWR-NFR-001,,static-and-component,baselined-as-built
FUN-361441992E,UNIT-05079ECC27,src/data/external_format.py,28,sync_external_legacy_fields,public,(ext: ExternalFactors),None,Keep news_headlines / risk_events in sync with structured fields.,"caller satisfies signature, owning-unit state, and linked requirement constraints",normal return follows return contract; detected side effects are limited to recorded categories,none-explicit,none-detected,caller-thread,calendar_to_risk_text;filter_upcoming_calendar_events;headlines_to_strings;len;log.info,3,9,medium,ARC-DATA,SWR-CORE-001;SWR-DATA-001;SWR-DATA-002;SWR-DATA-003;SWR-CFG-001;SWR-NFR-001,tests/unit/test_narrative_authorization.py,direct-dynamic,baselined-as-built
FUN-237E01DB5B,UNIT-2B33A302FC,src/data/fetch_pipeline.py,34,DataFetchResult.bars_summary,public,(self),"dict[str, int]",As-built responsibility derived from `bars_summary` and its owning unit.,"caller satisfies signature, owning-unit state, and linked requirement constraints",normal return follows return contract; detected side effects are limited to recorded categories,none-explicit,none-detected,caller-thread,len;self.raw.items,0,2,medium,ARC-DATA,SWR-CORE-001;SWR-DATA-001;SWR-DATA-002;SWR-DATA-003;SWR-CFG-001;SWR-NFR-001,tests/unit/test_run_archive.py,direct-dynamic,baselined-as-built
FUN-DEBF2265CA,UNIT-2B33A302FC,src/data/fetch_pipeline.py,37,DataFetchResult.external_preview,public,(self),dict,As-built responsibility derived from `external_preview` and its owning unit.,"caller satisfies signature, owning-unit state, and linked requirement constraints",normal return follows return contract; detected side effects are limited to recorded categories,none-explicit,none-detected,caller-thread,len,0,15,medium,ARC-DATA,SWR-CORE-001;SWR-DATA-001;SWR-DATA-002;SWR-DATA-003;SWR-CFG-001;SWR-NFR-001,,static-and-component,baselined-as-built
FUN-112152936C,UNIT-2B33A302FC,src/data/fetch_pipeline.py,54,_fetch_news_external,internal,(),ExternalFactors,As-built responsibility derived from `_fetch_news_external` and its owning unit.,"caller satisfies signature, owning-unit state, and linked requirement constraints",normal return follows return contract; detected side effects are limited to recorded categories,none-explicit,external-io,caller-thread,NewsDataSource;fetch_external,0,2,high,ARC-DATA,SWR-CORE-001;SWR-DATA-001;SWR-DATA-002;SWR-DATA-003;SWR-CFG-001;SWR-NFR-001,tests/unit/test_analyst_input_density.py,direct-dynamic,baselined-as-built
FUN-DA07C46547,UNIT-2B33A302FC,src/data/fetch_pipeline.py,58,_fetch_social_external,internal,(),ExternalFactors,As-built responsibility derived from `_fetch_social_external` and its owning unit.,"caller satisfies signature, owning-unit state, and linked requirement constraints",normal return follows return contract; detected side effects are limited to recorded categories,none-explicit,external-io,caller-thread,SocialDataSource;fetch_external,0,2,high,ARC-DATA,SWR-CORE-001;SWR-DATA-001;SWR-DATA-002;SWR-DATA-003;SWR-CFG-001;SWR-NFR-001,tests/unit/test_analyst_input_density.py,direct-dynamic,baselined-as-built
FUN-984C9019FC,UNIT-2B33A302FC,src/data/fetch_pipeline.py,62,_fetch_fundamentals_external,internal,(),ExternalFactors,As-built responsibility derived from `_fetch_fundamentals_external` and its owning unit.,"caller satisfies signature, owning-unit state, and linked requirement constraints",normal return follows return contract; detected side effects are limited to recorded categories,none-explicit,external-io,caller-thread,FundamentalsDataSource;fetch_external,0,2,high,ARC-DATA,SWR-CORE-001;SWR-DATA-001;SWR-DATA-002;SWR-DATA-003;SWR-CFG-001;SWR-NFR-001,tests/unit/test_analyst_input_density.py,direct-dynamic,baselined-as-built
FUN-6DF80AEE05,UNIT-2B33A302FC,src/data/fetch_pipeline.py,66,fetch_external_bundle,public,"(*, parallel_http: bool=True)",ExternalFactors,News + social + fundamentals (DXY/US10Y). All three HTTP sources run in parallel when enabled.,"caller satisfies signature, owning-unit state, and linked requirement constraints",normal return follows return contract; detected side effects are limited to recorded categories,none-explicit,external-io,caller-thread,ThreadPoolExecutor;_fetch_fundamentals_external;_fetch_news_external;_fetch_social_external;fut_fund.result;fut_news.result;fut_social.result;merge_external;pool.submit,1,15,high,ARC-DATA,SWR-CORE-001;SWR-DATA-001;SWR-DATA-002;SWR-DATA-003;SWR-CFG-001;SWR-NFR-001,tests/unit/test_analyst_input_density.py,direct-dynamic,baselined-as-built
FUN-D6C382B005,UNIT-2B33A302FC,src/data/fetch_pipeline.py,83,fetch_all_data,public,(),DataFetchResult,Pull everything up front:,"caller satisfies signature, owning-unit state, and linked requirement constraints",normal return follows return contract; detected side effects are limited to recorded categories,none-explicit,external-io;shared-state,caller-thread,DataFetchResult;bars.get;ext_bits.append;fetch_external_bundle;fetch_multi_timeframe;get_active_source;get_progress;int;join;json.dumps;len;log.info;prog.done;prog.fail;prog.stage_io;prog.start;prog.update;raw.items;result.external_preview;str,5,62,high,ARC-DATA,SWR-CORE-001;SWR-DATA-001;SWR-DATA-002;SWR-DATA-003;SWR-CFG-001;SWR-NFR-001,tests/unit/test_orchestrator_hooks.py,direct-dynamic,baselined-as-built
FUN-F5CFDCFE8D,UNIT-5C3B60E30A,src/data/fetcher.py,18,clear_cache,public,(),None,As-built responsibility derived from `clear_cache` and its owning unit.,"caller satisfies signature, owning-unit state, and linked requirement constraints",normal return follows return contract; detected side effects are limited to recorded categories,none-explicit,none-detected,caller-thread,log.debug;tradingview.reset_client,0,3,medium,ARC-DATA,SWR-CORE-001;SWR-DATA-001;SWR-DATA-002;SWR-DATA-003;SWR-CFG-001;SWR-NFR-001,tests/unit/test_generation_worker.py,direct-dynamic,baselined-as-built
FUN-E9AD7716D7,UNIT-5C3B60E30A,src/data/fetcher.py,23,get_active_source,public,(),str,As-built responsibility derived from `get_active_source` and its owning unit.,"caller satisfies signature, owning-unit state, and linked requirement constraints",normal return follows return contract; detected side effects are limited to recorded categories,none-explicit,none-detected,caller-thread,tradingview.source_label,0,2,medium,ARC-DATA,SWR-CORE-001;SWR-DATA-001;SWR-DATA-002;SWR-DATA-003;SWR-CFG-001;SWR-NFR-001,,static-and-component,baselined-as-built
FUN-D6FBD9BEAA,UNIT-5C3B60E30A,src/data/fetcher.py,27,fetch_multi_timeframe,public,(),"dict[Timeframe, pd.DataFrame]",As-built responsibility derived from `fetch_multi_timeframe` and its owning unit.,"caller satisfies signature, owning-unit state, and linked requirement constraints",normal return follows return contract; detected side effects are limited to recorded categories,none-explicit,external-io,caller-thread,tradingview.fetch_multi_timeframe,0,2,high,ARC-DATA,SWR-CORE-001;SWR-DATA-001;SWR-DATA-002;SWR-DATA-003;SWR-CFG-001;SWR-NFR-001,,static-and-component,baselined-as-built
FUN-1BB0E91F10,UNIT-5C3B60E30A,src/data/fetcher.py,31,fetch_all,public,(),'DataFetchResult',Unified fetch: bars + external. See ``src.data.fetch_pipeline``.,"caller satisfies signature, owning-unit state, and linked requirement constraints",normal return follows return contract; detected side effects are limited to recorded categories,none-explicit,external-io,caller-thread,fetch_all_data,0,5,high,ARC-DATA,SWR-CORE-001;SWR-DATA-001;SWR-DATA-002;SWR-DATA-003;SWR-CFG-001;SWR-NFR-001,,static-and-component,baselined-as-built
FUN-5A69F43861,UNIT-5C3B60E30A,src/data/fetcher.py,38,daily_metrics,public,(df_1d: pd.DataFrame),dict,As-built responsibility derived from `daily_metrics` and its owning unit.,"caller satisfies signature, owning-unit state, and linked requirement constraints",normal return follows return contract; detected side effects are limited to recorded categories,none-explicit,none-detected,caller-thread,float;len,2,28,medium,ARC-DATA,SWR-CORE-001;SWR-DATA-001;SWR-DATA-002;SWR-DATA-003;SWR-CFG-001;SWR-NFR-001,tests/unit/test_indicators.py,direct-dynamic,baselined-as-built
